AccX,AccY,AccZ,Dist
0.01,-0.01,1.07,206.0
0.01,-0.01,1.06,210.0
0.01,-0.01,1.07,209.0
0.01,-0.01,1.12,205.0
0.0,-0.0,1.07,205.0
0.0,-0.01,1.06,206.0
0.0,-0.01,1.06,206.0
0.01,-0.01,1.06,206.0
0.0,-0.01,1.06,204.0
0.01,-0.01,1.06,206.0
0.01,-0.0,1.0,204.0
0.01,0.0,1.07,204.0
0.01,-0.0,1.06,206.0
0.0,-0.01,1.06,208.0
-0.01,-0.01,1.06,206.0
0.01,-0.0,1.06,207.0
0.01,-0.01,1.07,208.0
-0.06,0.0,1.07,206.0
0.01,-0.0,1.07,207.0
0.0,-0.0,1.06,207.0
0.0,-0.01,1.06,202.0
0.01,-0.01,1.07,204.0
0.01,-0.0,1.07,208.0
0.01,-0.0,1.07,204.0
0.0,-0.01,1.07,207.0
0.01,-0.01,1.07,203.0
0.0,-0.01,1.07,204.0
0.0,-0.0,1.07,206.0
0.0,-0.01,1.06,205.0
0.0,-0.01,1.06,206.0
-0.0,-0.01,1.07,207.0
0.01,-0.01,1.06,205.0
0.0,-0.01,1.07,204.0
0.0,-0.0,1.06,206.0
0.01,0.0,1.07,202.0
0.0,-0.01,1.07,206.0
0.01,-0.01,1.06,203.0
0.01,-0.01,1.06,205.0
0.01,-0.01,1.06,205.0
0.01,-0.0,1.07,209.0
0.01,-0.01,1.06,204.0
0.01,-0.01,1.07,205.0
0.01,-0.01,1.06,207.0
0.0,-0.01,1.07,207.0
0.01,-0.01,1.06,205.0
0.0,-0.0,1.06,205.0
0.01,-0.01,1.07,205.0
0.01,-0.0,1.07,207.0
0.02,-0.01,1.07,207.0
0.0,0.0,1.06,207.0
0.0,-0.01,1.07,204.0
0.0,-0.0,1.07,204.0
-0.0,-0.01,1.06,206.0
0.0,-0.01,1.07,207.0
0.0,-0.01,1.06,208.0
0.01,-0.0,1.07,206.0
0.01,-0.01,1.07,202.0
0.0,-0.01,1.07,206.0
0.0,-0.01,1.07,208.0
-0.0,-0.01,1.07,206.0
0.01,-0.01,1.06,207.0
0.01,-0.01,1.06,203.0
0.01,-0.01,1.06,205.0
0.01,-0.01,1.07,207.0
0.01,-0.01,1.07,207.0
0.0,-0.0,1.07,206.0
0.0,-0.01,1.07,206.0
0.01,-0.0,1.06,205.0
0.01,-0.01,1.07,205.0
0.01,-0.0,1.07,207.0
0.0,-0.01,1.07,206.0
0.01,-0.01,1.07,205.0
0.01,-0.01,1.07,205.0
0.01,-0.01,1.06,204.0
0.01,-0.01,1.07,205.0
0.0,-0.01,1.06,208.0
0.01,-0.01,1.07,206.0
0.01,-0.01,1.07,205.0
0.0,-0.01,1.07,208.0
0.0,-0.01,1.07,206.0
0.01,-0.01,1.06,204.0
0.0,-0.01,1.07,204.0
0.01,-0.0,1.07,207.0
0.0,-0.01,1.07,207.0
0.01,-0.0,1.06,203.0
0.0,-0.0,1.07,205.0
0.01,-0.0,1.06,205.0
0.0,-0.0,1.06,205.0
0.01,-0.01,1.06,205.0
0.01,-0.01,1.07,205.0
0.0,0.0,1.06,207.0
0.01,-0.01,1.06,206.0
0.0,-0.01,1.07,205.0
0.0,-0.01,1.07,205.0
0.01,-0.01,1.06,204.0
0.0,-0.0,1.07,204.0
0.01,-0.01,1.06,208.0
0.01,-0.01,1.07,208.0
0.01,-0.01,1.07,208.0
0.01,-0.01,1.07,202.0
0.01,-0.01,1.06,204.0
0.01,-0.01,1.06,203.0
0.01,-0.0,1.07,206.0
0.0,-0.01,1.07,205.0
0.01,-0.01,1.07,205.0
0.01,-0.01,1.07,205.0
0.01,-0.01,1.06,207.0
0.01,-0.01,1.07,207.0
0.01,-0.0,1.07,205.0
0.01,-0.01,1.07,203.0
0.01,-0.01,1.07,204.0
0.0,-0.01,1.07,205.0
0.0,-0.02,1.07,205.0
0.01,-0.01,1.07,206.0
0.01,-0.01,1.06,207.0
0.01,-0.01,1.07,206.0
0.0,-0.01,1.06,206.0
0.0,-0.01,1.06,206.0
0.01,-0.01,1.07,205.0
0.01,-0.01,1.06,205.0
0.0,-0.0,1.07,203.0
0.02,-0.01,1.06,207.0
0.0,-0.01,1.07,206.0
0.01,-0.0,1.07,206.0
0.0,-0.0,1.07,206.0
0.01,-0.0,1.06,206.0
0.01,-0.01,1.06,206.0
0.01,-0.01,1.07,202.0
0.0,-0.01,1.06,204.0
0.0,-0.01,1.07,204.0
0.01,-0.01,1.07,207.0
-0.0,-0.0,1.07,202.0
0.01,-0.01,1.07,205.0
0.01,-0.01,1.06,206.0
0.0,-0.01,1.07,204.0
0.01,-0.01,1.06,200.0
0.01,-0.01,1.06,208.0
0.0,-0.01,1.06,206.0
0.01,-0.01,1.07,202.0
0.0,-0.01,1.07,204.0
0.0,-0.01,1.07,207.0
0.01,-0.01,1.06,207.0
0.0,-0.01,1.07,205.0
0.01,-0.0,1.07,205.0
0.01,-0.0,1.07,205.0
0.01,-0.01,1.07,205.0
0.0,-0.0,1.06,205.0
0.01,-0.01,1.07,203.0
0.01,-0.01,1.07,204.0
0.01,-0.01,1.07,204.0
0.0,-0.01,1.07,203.0
0.01,-0.0,1.07,206.0
0.01,-0.01,1.06,206.0
-0.0,-0.01,1.07,207.0
0.01,-0.0,1.07,207.0
0.01,-0.01,1.07,206.0
0.0,-0.01,1.07,204.0
0.01,-0.01,1.07,205.0
0.0,-0.01,1.07,207.0
0.01,-0.01,1.07,206.0
0.0,-0.01,1.06,206.0
0.0,-0.01,1.07,207.0
0.0,-0.01,1.07,206.0
-0.0,-0.01,1.07,206.0
0.01,-0.01,1.06,205.0
0.01,-0.01,1.06,202.0
0.0,-0.01,1.06,203.0
0.01,-0.01,1.06,207.0
0.01,-0.0,1.06,207.0
0.01,-0.01,1.07,210.0
0.01,-0.01,1.07,207.0
-0.0,-0.01,1.07,207.0
0.0,-0.01,1.06,205.0
0.01,-0.01,1.06,202.0
0.01,-0.0,1.07,203.0
0.0,-0.01,1.06,205.0
0.01,-0.01,1.06,207.0
0.01,-0.0,1.07,207.0
0.0,-0.01,1.07,208.0
0.0,-0.01,1.07,205.0
0.01,-0.01,1.07,207.0
0.01,-0.0,1.07,204.0
0.01,-0.0,1.06,204.0
0.0,-0.01,1.07,204.0
0.01,-0.0,1.07,204.0
0.0,-0.01,1.07,204.0
0.01,-0.01,1.07,207.0
0.0,-0.02,1.07,205.0
0.0,-0.01,1.07,206.0
-0.0,-0.01,1.06,207.0
0.0,-0.0,1.07,207.0
0.0,-0.01,1.07,204.0
0.0,-0.01,1.06,203.0
0.0,-0.0,1.06,207.0
0.0,-0.01,1.07,205.0
0.0,-0.01,1.07,208.0
0.0,-0.01,1.07,207.0
0.0,-0.0,1.06,207.0
0.01,-0.02,1.07,205.0
0.02,-0.02,1.07,204.0
0.0,-0.01,1.07,203.0
-0.0,-0.01,1.07,208.0
0.01,-0.01,1.07,205.0
0.0,-0.01,1.06,204.0
0.01,-0.01,1.06,204.0
0.01,-0.01,1.07,203.0
0.02,-0.01,1.07,205.0
0.0,-0.01,1.07,202.0
0.0,-0.01,1.06,206.0
0.0,-0.01,1.07,206.0
0.01,-0.01,1.07,209.0
0.0,-0.01,1.06,206.0
0.0,-0.01,1.07,205.0
0.0,-0.01,1.07,203.0
0.01,-0.02,1.06,207.0
0.0,-0.0,1.07,204.0
0.0,-0.01,1.07,204.0
0.0,-0.01,1.06,205.0
0.0,-0.01,1.07,208.0
0.01,-0.0,1.07,203.0
0.01,-0.01,1.06,208.0
0.0,-0.01,1.07,207.0
0.01,-0.01,1.06,209.0
0.01,-0.01,1.07,208.0
0.0,-0.01,1.07,207.0
0.01,-0.01,1.07,205.0
0.0,-0.02,1.07,202.0
0.0,-0.01,1.07,205.0
0.01,-0.01,1.07,204.0
0.0,-0.01,1.07,207.0
0.0,-0.01,1.07,205.0
0.01,-0.01,1.07,205.0
0.0,-0.01,1.07,205.0
0.01,-0.01,1.07,207.0
0.0,-0.01,1.07,207.0
0.01,-0.01,1.07,204.0
0.01,-0.01,1.07,207.0
0.0,-0.0,1.07,208.0
0.0,-0.02,1.06,205.0
0.01,-0.01,1.07,204.0
0.0,-0.01,1.06,203.0
0.0,-0.0,1.06,206.0
0.0,-0.01,1.06,207.0
0.0,-0.01,1.07,206.0
0.0,-0.01,1.06,203.0
0.0,-0.01,1.06,207.0
-0.0,-0.01,1.07,207.0
0.01,-0.01,1.06,208.0
0.0,-0.0,1.07,210.0
-0.0,-0.01,1.07,207.0
0.01,-0.01,1.07,207.0
0.01,-0.0,1.07,206.0
0.01,-0.01,1.07,207.0
0.01,-0.0,1.07,205.0
0.0,-0.0,1.06,208.0
0.0,-0.01,1.07,208.0
0.01,-0.01,1.07,207.0
0.01,-0.0,1.06,206.0
0.01,-0.0,1.07,203.0
0.01,0.0,1.06,208.0
0.01,-0.03,1.07,208.0
-0.0,-0.01,1.07,207.0
0.01,-0.01,1.06,205.0
0.01,-0.01,1.06,204.0
0.01,-0.01,1.07,206.0
0.01,-0.0,1.07,207.0
0.0,-0.0,1.07,207.0
0.01,-0.02,1.07,207.0
0.01,-0.01,1.06,207.0
0.01,-0.01,1.07,206.0
-0.0,-0.01,1.07,203.0
0.0,-0.01,1.06,205.0
0.01,-0.01,1.07,205.0
0.0,-0.01,1.07,205.0
0.0,-0.01,1.07,211.0
0.0,-0.01,1.07,205.0
0.0,-0.01,1.07,204.0
0.01,-0.01,1.07,207.0
0.01,-0.01,1.07,207.0
0.0,-0.01,1.06,206.0
0.0,-0.01,1.07,204.0
0.0,-0.0,1.06,206.0
0.01,-0.01,1.06,208.0
0.0,-0.01,1.07,205.0
0.0,-0.0,1.07,205.0
-0.0,-0.01,1.07,206.0
0.0,-0.01,1.06,202.0
0.01,-0.01,1.06,207.0
0.0,-0.01,1.06,203.0
0.01,-0.0,1.07,206.0
0.01,-0.01,1.07,205.0
0.01,-0.01,1.07,208.0
0.01,-0.01,1.07,204.0
0.0,-0.01,1.07,206.0
0.01,-0.01,1.07,206.0
0.0,-0.01,1.07,205.0
0.01,-0.01,1.07,208.0
0.0,-0.01,1.07,205.0
0.0,-0.0,1.06,205.0
0.0,-0.01,1.07,206.0
0.06,-0.01,1.07,207.0
0.0,-0.0,1.07,207.0
0.0,-0.02,1.07,205.0
0.01,-0.01,1.07,207.0
0.01,-0.01,1.06,207.0
0.01,-0.01,1.06,210.0
0.01,-0.02,1.07,205.0
0.01,-0.01,1.07,206.0
0.0,-0.01,1.07,205.0
0.0,-0.01,1.07,207.0
0.01,-0.01,1.07,206.0
0.0,-0.01,1.07,207.0
0.01,-0.01,1.07,208.0
0.0,-0.01,1.07,204.0
0.01,-0.02,1.07,207.0
0.0,-0.0,1.07,205.0
0.01,-0.01,1.07,204.0
0.01,-0.01,1.07,208.0
0.01,-0.01,1.06,203.0
0.01,-0.01,1.06,207.0
0.0,-0.01,1.07,203.0
0.01,-0.01,1.07,207.0
-0.0,-0.01,1.07,203.0
0.0,-0.01,1.07,208.0
0.01,-0.01,1.07,202.0
0.0,-0.01,1.06,208.0
0.0,-0.01,1.06,204.0
0.0,-0.01,1.07,205.0
0.0,-0.01,1.07,206.0
0.0,-0.01,1.07,204.0
-0.0,-0.02,1.07,205.0
0.01,-0.01,1.07,205.0
0.0,-0.01,1.07,203.0
0.0,-0.01,1.07,205.0
0.0,-0.01,1.07,205.0
0.0,-0.01,1.07,204.0
0.0,-0.01,1.07,203.0
0.0,-0.01,1.07,206.0
0.01,-0.01,1.06,205.0
0.0,-0.0,1.07,207.0
0.01,-0.01,1.06,205.0
0.0,-0.02,1.06,207.0
0.0,-0.02,1.07,205.0
0.01,-0.01,1.06,205.0
0.0,-0.01,1.06,204.0
0.0,-0.02,1.07,203.0
0.0,-0.01,1.06,206.0
0.01,-0.01,1.06,205.0
0.0,-0.01,1.06,204.0
0.0,-0.01,1.07,207.0
0.01,-0.01,1.06,210.0
0.01,-0.01,1.06,204.0
0.01,-0.01,1.07,204.0
0.01,-0.01,1.07,204.0
0.01,-0.01,1.07,204.0
-0.06,-0.01,1.07,205.0
0.0,-0.0,1.07,205.0
0.01,-0.01,1.07,203.0
0.01,-0.01,1.07,203.0
0.0,-0.01,1.06,204.0
0.01,-0.01,1.07,205.0
0.0,-0.01,1.07,206.0
0.01,-0.01,1.06,202.0
0.0,-0.01,1.07,204.0
0.0,-0.01,1.07,206.0
0.01,-0.01,1.06,204.0
0.01,-0.01,1.06,206.0
0.01,-0.01,1.06,204.0
-0.0,-0.01,1.07,206.0
0.0,-0.0,1.07,205.0
0.01,-0.02,1.07,206.0
0.01,-0.01,1.07,207.0
0.01,-0.01,1.07,207.0
0.01,-0.01,1.07,204.0
0.01,-0.02,1.06,208.0
0.0,-0.01,1.07,206.0
0.01,-0.01,1.06,205.0
0.0,-0.01,1.06,205.0
0.0,-0.01,1.07,207.0
0.0,-0.01,1.07,206.0
0.01,-0.0,1.07,203.0
0.01,-0.01,1.07,204.0
0.01,-0.01,1.07,208.0
0.0,-0.02,1.07,210.0
0.01,-0.01,1.07,206.0
0.01,-0.01,1.06,206.0
0.01,-0.02,1.07,204.0
0.0,-0.01,1.07,205.0
0.01,-0.01,1.07,204.0
0.0,-0.0,1.07,203.0
0.01,-0.01,1.06,204.0
0.0,-0.01,1.07,206.0
0.0,-0.01,1.0,205.0
0.0,-0.01,1.07,205.0
0.0,-0.01,1.07,209.0
0.01,-0.01,1.07,208.0
0.0,-0.02,1.07,206.0
0.0,-0.02,1.07,207.0
0.01,-0.01,1.06,206.0
0.01,-0.01,1.07,206.0
0.0,-0.02,1.06,206.0
0.0,-0.02,1.07,208.0
0.0,-0.01,1.07,206.0
0.01,-0.01,1.07,207.0
0.01,-0.01,1.07,204.0
0.0,-0.01,1.07,206.0
0.0,-0.01,1.06,204.0
0.01,-0.01,1.07,205.0
0.0,-0.02,1.06,207.0
-0.0,-0.02,1.07,203.0
0.01,-0.01,1.07,205.0
0.0,-0.01,1.07,205.0
0.0,-0.01,1.06,205.0
0.01,-0.01,1.07,207.0
0.0,-0.01,1.07,206.0
0.0,-0.02,1.06,203.0
0.01,-0.0,1.06,205.0
0.01,-0.01,1.07,202.0
0.0,-0.01,1.06,207.0
0.0,-0.01,1.07,203.0
0.01,-0.01,1.06,205.0
0.0,-0.02,1.06,207.0
-0.0,-0.01,1.07,205.0
0.0,-0.02,1.07,204.0
0.01,-0.0,1.07,205.0
0.0,-0.02,1.07,207.0
0.01,-0.0,1.06,204.0
-0.0,-0.0,1.07,205.0
0.01,-0.01,1.07,205.0
0.01,-0.01,1.07,206.0
0.01,-0.01,1.06,207.0
0.0,-0.0,1.07,205.0
0.0,-0.01,1.07,206.0
0.0,-0.01,1.07,205.0
0.01,-0.01,1.07,205.0
0.01,-0.01,1.06,205.0
0.0,-0.0,1.07,205.0
0.0,-0.01,1.07,206.0
0.0,-0.01,1.06,209.0
0.01,-0.01,1.07,208.0
0.0,-0.01,1.07,210.0
0.0,-0.01,1.07,204.0
0.0,-0.01,1.07,206.0
0.0,-0.01,1.08,206.0
0.0,-0.01,1.07,209.0
0.0,-0.01,1.07,208.0
0.01,-0.01,1.07,204.0
0.0,-0.01,1.06,204.0
0.01,-0.02,1.07,205.0
0.01,-0.0,1.07,205.0
0.0,-0.01,1.07,204.0
0.01,-0.01,1.07,204.0
0.0,-0.02,1.07,206.0
0.01,-0.01,1.06,206.0
-0.0,-0.01,1.06,205.0
-0.06,-0.01,1.07,201.0
0.01,-0.01,1.06,206.0
0.0,-0.01,1.07,205.0
0.01,-0.01,1.07,205.0
-0.0,-0.01,1.07,206.0
0.01,-0.01,1.07,205.0
0.01,-0.01,1.07,207.0
0.01,-0.01,1.06,207.0
0.01,-0.01,1.07,207.0
0.01,-0.01,1.06,207.0
0.0,-0.0,1.06,204.0
0.01,-0.02,1.06,206.0
0.01,-0.01,1.06,206.0
0.01,-0.01,1.07,206.0
0.0,-0.01,1.07,207.0
0.01,-0.01,1.07,206.0
0.01,-0.02,1.07,207.0
0.0,-0.01,1.06,208.0
0.01,-0.01,1.06,205.0
0.0,-0.01,1.07,207.0
0.0,-0.01,1.07,204.0
0.01,-0.02,1.06,204.0
0.0,-0.01,1.07,202.0
0.0,-0.01,1.0,207.0
0.01,-0.01,1.07,206.0
0.0,-0.01,1.06,207.0
0.0,-0.01,1.07,207.0
0.0,-0.01,1.06,204.0
0.01,-0.0,1.07,204.0
0.01,-0.01,1.07,205.0
0.01,-0.01,1.06,204.0
0.01,-0.01,1.07,210.0
0.0,-0.01,1.07,207.0
0.01,-0.01,1.07,204.0
0.01,-0.01,1.06,203.0
0.01,-0.01,1.07,206.0
0.01,-0.01,1.06,207.0
0.0,-0.01,1.07,205.0
0.01,-0.01,1.07,209.0
0.01,-0.01,1.06,211.0
0.0,-0.01,1.07,207.0
0.01,-0.01,1.06,205.0
-0.0,-0.01,1.07,204.0
0.01,-0.0,1.07,206.0
0.0,-0.01,1.07,205.0
0.0,-0.02,1.06,204.0
0.0,-0.02,1.07,205.0
0.01,-0.01,1.07,208.0
0.0,-0.01,1.07,207.0
0.0,-0.01,1.06,205.0
0.0,-0.01,1.07,203.0
0.0,-0.02,1.06,207.0
0.01,-0.01,1.06,204.0
0.0,-0.01,1.07,206.0
0.01,-0.01,1.07,206.0
0.01,-0.01,1.07,205.0
0.0,-0.01,1.06,207.0
0.01,-0.01,1.06,208.0
0.0,-0.02,1.06,205.0
0.01,-0.01,1.06,208.0
0.0,-0.01,1.06,206.0
0.0,-0.0,1.07,203.0
0.0,-0.01,1.07,210.0
0.0,-0.01,1.06,210.0
0.0,-0.01,1.07,207.0
0.0,-0.01,1.07,207.0
0.0,-0.01,1.07,206.0
0.0,-0.01,1.07,206.0
0.0,-0.01,1.07,205.0
0.01,-0.01,1.07,208.0
0.0,-0.0,1.06,205.0
0.0,-0.01,1.07,205.0
0.01,-0.01,1.07,208.0
0.01,-0.0,1.07,205.0
0.01,-0.01,1.06,205.0
0.0,-0.01,1.07,208.0
0.01,-0.01,1.07,205.0
0.0,-0.01,1.07,204.0
0.01,-0.01,1.06,206.0
0.0,-0.01,1.07,205.0
0.0,-0.01,1.07,205.0
0.0,-0.01,1.07,204.0
0.01,-0.01,1.06,203.0
